258	246	1	1997-09-20 03:05:10	-1834	-62	-262
258	276	1	1997-09-20 03:05:27	-1834	-62	-262
258	287	1	1997-09-20 03:05:54	-1834	-62	-262
258	177	1	1997-09-20 03:06:21	-1834	-62	-262
258	165	1	1997-09-20 03:07:23	-1834	-62	-262
258	741	1	1997-09-20 03:08:02	-1834	-62	-262
258	102	1	1997-09-20 03:08:02	-1834	-62	-262
258	278	1	1997-09-20 03:08:25	-1834	-62	-262
258	859	1	1997-09-20 03:08:57	-1834	-62	-262
258	110	1	1997-09-20 03:09:48	-1834	-62	-262
258	192	1	1997-09-20 03:11:21	-1834	-62	-262
258	393	1	1997-09-20 03:12:00	-1834	-62	-262
258	987	1	1997-09-20 03:14:24	-1834	-62	-262
258	168	1	1997-09-20 03:16:26	-1834	-62	-262
258	345	1	1997-09-20 03:18:05	-1834	-62	-262
258	202	1	1997-09-20 03:18:05	-1834	-62	-262
258	305	1	1997-09-21 02:30:57	-1833	-62	-262
258	173	1	1997-09-21 02:30:57	-1833	-62	-262
258	93	1	1997-09-21 02:31:31	-1833	-62	-262
258	11	1	1997-09-21 02:33:12	-1833	-62	-262
258	92	1	1997-09-21 02:34:52	-1833	-62	-262
258	160	1	1997-10-09 02:43:23	-1815	-61	-260
258	146	1	1997-10-09 02:43:23	-1815	-61	-260
258	259	1	1997-10-27 03:45:06	-1797	-60	-257
258	171	1	1997-10-27 03:47:08	-1797	-60	-257
258	172	1	1997-10-27 04:03:53	-1797	-60	-257
258	458	1	1997-10-27 04:04:09	-1797	-60	-257
258	1031	1	1997-10-27 04:20:06	-1797	-60	-257
258	14	1	1997-12-06 03:24:13	-1757	-59	-251
258	113	1	1997-12-06 03:32:08	-1757	-59	-251
258	284	1	1997-12-09 04:28:19	-1754	-59	-251
258	302	1	1997-12-29 04:48:44	-1734	-58	-248
258	62	1	1997-12-29 04:50:01	-1734	-58	-248
258	719	1	1997-12-29 05:03:59	-1734	-58	-248
258	283	1	1997-12-29 05:04:21	-1734	-58	-248
258	164	1	1997-12-29 05:04:42	-1734	-58	-248
258	732	1	1997-12-29 05:09:11	-1734	-58	-248
850	660	1	1997-09-20 04:02:48	-1834	-62	-262
